,Unnamed: 0,NODE,FIRSTEVENTSUMMARY,CLASS,Action Taken
1698,1698,,Service Sync Host_4495e73 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1699,1699,,Service Sync Host_46e5993c is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1700,1700,,Service Sync Host_474cf8b6 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1701,1701,,Service Sync Host_4759cbee is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1702,1702,,Service Sync Host_4779420 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1703,1703,,Service Sync Host_477d447f is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1704,1704,,Service Sync Host_479decc is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1705,1705,,Service Sync Host_47c4ed2c is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1706,1706,,Service Sync Host_47eb4389 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1707,1707,,Service Sync Host_48635085 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1708,1708,,Service Sync Host_488b0b5 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1709,1709,,Service Sync Host_48c6312c is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1710,1710,,Service Sync Host_48d6ffde is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1711,1711,,Service Sync Host_48e2c97e is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1712,1712,,Service Sync Host_48ee3070 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1713,1713,,Service Sync Host_491ee0cd is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1714,1714,,Service Sync Host_4936b381 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1715,1715,,Service Sync Host_495cb752 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1716,1716,,Service Sync Host_49736fe is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1717,1717,,Service Sync Host_498e73ee is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1718,1718,,Service Sync Host_49e5114a is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1719,1719,,Service Sync Host_4a1b6dbd is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1720,1720,,Service Sync Host_4ae71330 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1721,1721,,Service Sync Host_4b0c69be is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1722,1722,,Service Sync Host_4b194314 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1723,1723,,Service Sync Host_4b1c8c4a is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1724,1724,,Service Sync Host_4b7879ea is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1725,1725,,Service Sync Host_4dacfbf is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1726,1726,,Service Sync Host_51114881 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1727,1727,,Service Sync Host_5339d3b5 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1728,1728,,Service Sync Host_534d25e is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1729,1729,,Service Sync Host_55eaa0b is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1730,1730,,Service Sync Host_56d9275 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1731,1731,,Service Sync Host_57e2a7 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1732,1732,,Service Sync Host_586c44a is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1733,1733,,Service Sync Host_59bf9be is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1734,1734,,Service Sync Host_5b93594 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1735,1735,,Service Sync Host_6105b8c is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1736,1736,,Service Sync Host_61d8b0a is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1737,1737,,Service Sync Host_65a5e9d2 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1738,1738,,Service Sync Host_65f1714a is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1739,1739,,Service Sync Host_66a883a0 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1740,1740,,Service Sync Host_66d1c123 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1741,1741,,Service Sync Host_6723f076 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1742,1742,,Service Sync Host_68098146 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1743,1743,,Service Sync Host_6845a308 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1744,1744,,Service Sync Host_685507be is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1745,1745,,Service Sync Host_68aa91a5 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1746,1746,,Service Sync Host_6907c98e is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1747,1747,,Service Sync Host_691dddd6 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1748,1748,,Service Sync Host_6a186c74 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1749,1749,,Service Sync Host_6a46b347 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1750,1750,,Service Sync Host_6a6f7679 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1751,1751,,Service Sync Host_6b57c5fa is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1752,1752,,Service Sync Host_6ba74d62 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1753,1753,,Service Sync Host_6bc9025 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1754,1754,,Service Sync Host_6d206186 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1755,1755,,Service Sync Host_70136d41 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1756,1756,,Service Sync Host_70635890 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1757,1757,,Service Sync Host_709574a1 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1758,1758,,Service Sync Host_70c99c44 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1759,1759,,Service Sync Host_71142b5f is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1760,1760,,Service Sync Host_715c4e6d is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1761,1761,,Service Sync Host_719145e1 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1762,1762,,Service Sync Host_71ae414f is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1763,1763,,Service Sync Host_71beb656 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1764,1764,,Service Sync Host_72140bef is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1765,1765,,Service Sync Host_727570eb is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1766,1766,,Service Sync Host_72f298f7 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1767,1767,,Service Sync Host_73713efd is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1768,1768,,Service Sync Host_74adb4d is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1769,1769,,Service Sync Host_753c64ec is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1770,1770,,Service Sync Host_758dab8b is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1771,1771,,Service Sync Host_75abf63f is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1772,1772,,Service Sync Host_7664993f is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1773,1773,,Service Sync Host_766c39f is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1774,1774,,Service Sync Host_7a17d8e6 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1775,1775,,Service Sync Host_7b350ff9 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1776,1776,,Service Sync Host_7b939691 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1777,1777,,Service Sync Host_7ba4b2dc is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1778,1778,,Service Sync Host_7baab3f0 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1779,1779,,Service Sync Host_7bbe2c35 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1780,1780,,Service Sync Host_7bd2712b is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1781,1781,,Service Sync Host_7beb6ef4 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1782,1782,,Service Sync Host_7c17aa9e is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1783,1783,,Service Sync Host_7c23016b is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1784,1784,,Service Sync Host_7c29e7d8 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1785,1785,,Service Sync Host_7c3b8072 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1786,1786,,Service Sync Host_7c6819a3 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1787,1787,,Service Sync Host_7c9db552 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1788,1788,,Service Sync Host_7cabd8a7 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1789,1789,,Service Sync Host_7cb50efc is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1790,1790,,Service Sync Host_7cb876aa is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1791,1791,,Service Sync Host_7d1759ca is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
1792,1792,,Service Sync Host_7d245af5 is down or running in error on server ukmlwweb002.,MAGNET.BMC (12009),Check with Wintel L2 before raising Incidents
